OSS_ID,NE,DATE,TABLE,REMARK
eniq_oss_2,MGSM101,2020-03-19 09:30:00,DC_E_MGW_MSDEVICEPOOL_DELTA,OK
eniq_oss_2,MGSM101,2020-03-19 09:30:00,DC_E_MGW_MSDEVICEPOOL_RAW,OK
eniq_oss_2,MGSM101,2020-03-19 09:30:00,DC_E_MGW_PLUGINUNIT_DELTA,OK
eniq_oss_2,MGSM101,2020-03-19 09:30:00,DC_E_MGW_PLUGINUNIT_V_RAW,OK
eniq_oss_2,MGSM201,2020-03-19 09:30:00,DC_E_MGW_MGWAPPLICATION_DELTA,OK
eniq_oss_2,MGSM201,2020-03-19 09:30:00,DC_E_MGW_MGWAPPLICATION_RAW,OK
eniq_oss_2,MGSM201,2020-03-19 09:30:00,DC_E_MGW_MSDEVICEPOOL_DELTA,OK
eniq_oss_2,MGSM201,2020-03-19 09:30:00,DC_E_MGW_MSDEVICEPOOL_RAW,OK
eniq_oss_2,MGSM201,2020-03-19 09:30:00,DC_E_MGW_PLUGINUNIT_DELTA,OK
eniq_oss_2,MGSM201,2020-03-19 09:30:00,DC_E_MGW_PLUGINUNIT_V_RAW,OK
eniq_oss_2,MGSN102,2020-03-19 09:30:00,DC_E_MGW_MGWAPPLICATION_DELTA,OK
eniq_oss_2,MGSN102,2020-03-19 09:30:00,DC_E_MGW_MGWAPPLICATION_RAW,OK
eniq_oss_2,MGSN102,2020-03-19 09:30:00,DC_E_MGW_MSDEVICEPOOL_DELTA,OK
